k,n_bldg,peak_kw,annual_kwh,designed_kva,kva_imputed,overload_hours,utilisation,assigned_dwellings,archetype_to_assignment_ratio,audit_count_reconciliation,audit_extreme_utilisation,audit_large_catchment,requires_asset_audit
EQ***4220,25,23.76816349476576,109330.68416556834,50.0,False,0,0.4753632698953152,27,0.9259259259259259,False,False,False,False
EQ***602Z,8,8.773861348628998,24138.80696593056,630.0,False,0,0.013926764045442854,6,1.3333333333333333,True,False,False,False
EQ***858Z,84,172.0427391678095,415763.6799521672,100.0,False,754,1.7204273916780948,54,1.5555555555555556,True,False,False,False
EQ***951,23,28.236422419548035,76780.67616611501,100.0,False,0,0.28236422419548035,35,0.6571428571428571,True,False,False,False
ER***014X,37,32.055115573108196,158454.04543408146,100.0,False,0,0.32055115573108195,39,0.9487179487179487,False,False,False,False
ER***030,59,72.68799960613251,268829.7319102922,200.0,False,0,0.3634399980306625,62,0.9516129032258065,False,False,False,False
ER***053,88,112.86085867881775,276713.70122266037,200.0,False,0,0.5643042933940887,91,0.967032967032967,False,False,False,False
ER***056X,86,124.7530350908637,368661.6255321341,200.0,False,0,0.6237651754543185,50,1.72,True,False,False,False
ER***152Y,56,64.35364454984665,212344.27087998018,50.0,False,1376,1.287072890996933,59,0.9491525423728814,False,False,False,False
ER***168X,35,31.771272636950016,151115.9836629448,200.0,False,0,0.15885636318475008,35,1.0,False,False,False,False
ER***198Z,43,92.49912434071302,206612.36349138987,1000.0,False,0,0.09249912434071303,57,0.7543859649122807,True,False,False,False
ER***227X,54,43.967600882053375,219671.9086523252,200.0,False,0,0.21983800441026688,56,0.9642857142857143,False,False,False,False
ER***276X,9,7.078659176826477,31698.106242460937,50.0,False,0,0.14157318353652953,11,0.8181818181818182,False,False,False,False
ER***319,17,13.325288653373718,66689.54214088194,50.0,False,0,0.26650577306747436,22,0.7727272727272727,True,False,False,False
ER***4048,116,100.43566304445267,518076.6016112999,50.0,False,5656,2.008713260889053,124,0.9354838709677419,False,False,False,False
ER***4098,9,7.078659176826477,31698.106242460937,100.0,False,0,0.07078659176826477,9,1.0,False,False,False,False
ER***412,202,248.86399865150452,848052.9443260166,400.0,False,0,0.6221599966287613,202,1.0,False,False,False,False
ER***427,11,8.308617770671844,46236.492322780345,50.0,False,0,0.1661723554134369,18,0.6111111111111112,True,False,False,False
ER***434,425,442.882752597332,1650344.114198311,630.0,False,0,0.7029884961862413,425,1.0,False,False,False,False
ER***4365,9,11.038211226463318,29907.165877208718,400.0,False,0,0.027595528066158295,13,0.6923076923076923,True,False,False,False
ER***438,14,25.480000734329224,54230.80863736854,400.0,False,0,0.06370000183582306,11,1.2727272727272727,True,False,False,False
ER***441Y,23,19.310459554195404,95186.35325127235,400.0,False,0,0.04827614888548851,25,0.92,False,False,False,False
ER***443,50,57.39577668905258,190857.43788408575,200.0,False,0,0.2869788834452629,56,0.8928571428571429,False,False,False,False
ER***523Z,156,192.19199895858765,384736.6605963758,400.0,False,0,0.4804799973964691,156,1.0,False,False,False,False
ER***524Y,1,0.6786965131759644,3674.6960881163604,200.0,True,0,0.003393482565879822,1,1.0,False,False,False,False
ER***531X,82,77.77450883388519,371945.69281324605,50.0,False,3570,1.5554901766777038,88,0.9318181818181818,False,False,False,False
ER***552X,83,121.07200133800507,426032.8001341772,630.0,False,0,0.19217777990159535,84,0.9880952380952381,False,False,False,False
ER***560Y,89,121.18933445215225,332835.5787766387,400.0,False,0,0.30297333613038063,94,0.9468085106382979,False,False,False,False
ER***567Y,14,13.639042019844055,43627.571668301345,50.0,False,0,0.2727808403968811,19,0.7368421052631579,True,False,False,False
ER***616,53,44.41755586862564,220178.6224898609,200.0,False,0,0.2220877793431282,57,0.9298245614035088,False,False,False,False
ER***666X,51,62.20298534631729,192290.80769108562,50.0,False,1008,1.244059706926346,55,0.9272727272727272,False,False,False,False
ER***667X,32,34.08104020357132,126354.7430896346,200.0,False,0,0.1704052010178566,45,0.7111111111111111,True,False,False,False
ER***676X,28,23.252291202545166,108096.5802997307,50.0,False,0,0.46504582405090333,31,0.9032258064516129,False,False,False,False
ER***696X,60,63.19637266173959,253491.31819968618,200.0,False,0,0.31598186330869793,62,0.967741935483871,False,False,False,False
ER***706Y,21,21.812870383262634,70344.70942945458,50.0,False,0,0.43625740766525267,42,0.5,True,False,False,False
ER***795X,4,2.9088078141212463,15929.929683983366,100.0,False,0,0.02908807814121246,4,1.0,False,False,False,False
ER***910X,34,38.04963266849518,154629.8132605715,50.0,False,0,0.7609926533699035,30,1.1333333333333333,False,False,False,False
ER***918,1,1.2319999933242798,3477.868574308689,200.0,True,0,0.006159999966621399,1,1.0,False,False,False,False
ER***925,10,12.319999933242798,35111.832852024905,50.0,False,0,0.24639999866485596,9,1.1111111111111112,False,False,False,False
ER***986,43,61.84417420625687,179040.61919047014,400.0,False,0,0.15461043551564216,56,0.7678571428571429,True,False,False,False
ES***002,5,6.159999966621399,18480.56273395497,100.0,False,0,0.06159999966621399,5,1.0,False,False,False,False
ES***004,126,153.38982373476028,521754.32503404294,400.0,False,0,0.3834745593369007,129,0.9767441860465116,False,False,False,False
ES***013,9,11.038211226463318,29907.165877208718,50.0,False,0,0.22076422452926636,13,0.6923076923076923,True,False,False,False
ES***020X,41,49.932774126529694,159283.96239758452,200.0,False,0,0.24966387063264847,43,0.9534883720930233,False,False,False,False
ES***026,48,59.13599967956543,199260.04296516482,630.0,False,0,0.09386666615804036,51,0.9411764705882353,False,False,False,False
ES***028X,42,50.1870099902153,163068.6910776632,400.0,False,0,0.12546752497553826,42,1.0,False,False,False,False
ES***033Z,154,189.7279989719391,654047.7313783208,400.0,False,0,0.4743199974298477,154,1.0,False,False,False,False
ES***041,16,19.711999893188477,75992.77525134294,400.0,False,0,0.04927999973297119,21,0.7619047619047619,True,False,False,False
ES***042,21,21.140395522117615,85598.52339311213,630.0,False,0,0.033556183368440656,27,0.7777777777777778,True,False,False,False
ES***047X,88,107.66251331567764,334218.18955267256,50.0,False,3522,2.153250266313553,100,0.88,False,False,False,False
ES***048,2,3.640000104904175,5410.335455294815,1000.0,False,0,0.0036400001049041748,2,1.0,False,False,False,False
ES***050,68,77.38818550109863,248737.24895821174,100.0,False,0,0.7738818550109863,82,0.8292682926829268,False,False,False,False
ES***060,32,58.2400016784668,118311.30516257175,630.0,False,0,0.09244444710867745,28,1.1428571428571428,False,False,False,False
ES***068,4,4.927999973297119,7790.646544047559,400.0,False,0,0.012319999933242797,4,1.0,False,False,False,False
ES***075X,5,6.159999966621399,17385.71787680313,630.0,False,0,0.00977777772479587,5,1.0,False,False,False,False
ES***085,9,11.087999939918518,39397.78547966666,400.0,False,0,0.027719999849796294,13,0.6923076923076923,True,False,False,False
ES***088Y,1,1.2319999933242798,4485.461604722459,200.0,True,0,0.006159999966621399,1,1.0,False,False,False,False
ES***104,62,63.3347704410553,230822.2793851329,400.0,False,0,0.15833692610263825,65,0.9538461538461539,False,False,False,False
ES***108Y,7,8.623999953269958,19350.254487772174,400.0,False,0,0.021559999883174898,7,1.0,False,False,False,False
ES***123,67,82.54399955272675,167974.51624953322,400.0,False,0,0.20635999888181686,67,1.0,False,False,False,False
ES***127Z,18,20.878668010234833,69074.12530775953,400.0,False,0,0.05219667002558708,18,1.0,False,False,False,False
ES***137,62,54.44117343425751,282760.5174749187,50.0,False,1552,1.0888234686851501,72,0.8611111111111112,False,False,False,False
ES***147Y,67,110.76800239086151,291046.9113450056,400.0,False,0,0.27692000597715377,83,0.8072289156626506,False,False,False,False
ES***148Y,66,80.35885858535767,266842.13210794085,50.0,False,2889,1.6071771717071532,59,1.11864406779661,False,False,False,False
ES***153,18,17.911801517009735,67625.57261668306,50.0,False,0,0.3582360303401947,24,0.75,True,False,False,False
ES***179X,30,53.22575035691261,141678.89703356865,50.0,False,730,1.0645150071382523,27,1.1111111111111112,False,False,False,False
ES***187X,9,11.038211226463318,29907.165877208718,100.0,False,0,0.11038211226463318,16,0.5625,True,False,False,False
ES***193Y,87,151.25834270566702,413221.3308584589,400.0,False,0,0.37814585676416756,52,1.6730769230769231,True,False,False,False
ES***203Z,114,140.4479992389679,535772.3006658952,200.0,False,0,0.7022399961948395,114,1.0,False,False,False,False
ES***209Y,26,24.079570278525352,120949.23560898786,200.0,False,0,0.12039785139262676,27,0.9629629629629629,False,False,False,False
ES***210X,114,140.4479992389679,512609.04615289904,630.0,False,0,0.22293333212534586,115,0.991304347826087,False,False,False,False
ES***233,2,3.640000104904175,6224.92606977222,200.0,True,0,0.018200000524520876,2,1.0,False,False,False,False
ES***263,5,3.5875043272972107,19604.527545614677,630.0,False,0,0.005694451313170176,5,1.0,False,False,False,False
ES***272,15,14.240695893764496,57507.18981091854,100.0,False,0,0.14240695893764496,16,0.9375,False,False,False,False
ES***281Z,78,96.09599947929382,348688.603955318,400.0,False,0,0.24023999869823456,78,1.0,False,False,False,False
ES***301Z,85,103.0598531961441,328172.56243305176,400.0,False,0,0.25764963299036026,86,0.9883720930232558,False,False,False,False
ES***314X,39,43.53411644697189,152148.92403162416,50.0,False,0,0.8706823289394379,46,0.8478260869565217,False,False,False,False
ES***346X,103,126.89599931240082,442302.44905240356,400.0,False,0,0.317239998281002,104,0.9903846153846154,False,False,False,False
ES***355X,54,44.3292521238327,218595.06415847293,200.0,False,0,0.2216462606191635,57,0.9473684210526315,False,False,False,False
ES***358Y,62,73.7108987569809,235345.33309833196,50.0,False,1972,1.4742179751396178,69,0.8985507246376812,False,False,False,False
ES***374Z,26,32.031999826431274,80767.1024823408,100.0,False,0,0.32031999826431273,23,1.1304347826086956,False,False,False,False
ES***388X,8,6.451698362827301,28383.84273610159,50.0,False,0,0.12903396725654603,8,1.0,False,False,False,False
ES***393Y,34,31.84877908974886,158432.57017310345,200.0,False,0,0.1592438954487443,34,1.0,False,False,False,False
ES***4010,68,224.96310352534056,431524.48029992543,630.0,False,0,0.35708429131006436,91,0.7472527472527473,True,False,False,False
ES***404Y,71,71.31846225261688,308506.07936308713,400.0,False,0,0.17829615563154222,74,0.9594594594594594,False,False,False,False
ES***407Z,39,47.44296056032181,169470.03034213177,200.0,False,0,0.23721480280160903,40,0.975,False,False,False,False
ES***408,10,10.82921689748764,34570.80536824941,100.0,False,0,0.10829216897487641,10,1.0,False,False,False,False
ES***4095,16,19.662211179733276,58524.251853628346,50.0,False,0,0.39324422359466554,20,0.8,False,False,False,False
ES***409Y,112,90.98402100801468,467744.698806955,200.0,False,0,0.4549201050400734,118,0.9491525423728814,False,False,False,False
ES***4126,102,125.66399931907654,389388.3997297439,400.0,False,0,0.31415999829769137,136,0.75,True,False,False,False
ES***422X,22,27.103999853134155,80513.25707105073,630.0,False,0,0.043022221989101835,22,1.0,False,False,False,False
ES***4237,32,37.952766835689545,129138.10689841148,50.0,False,0,0.7590553367137909,34,0.9411764705882353,False,False,False,False
ES***424Z,65,80.07999956607819,275097.6180507592,200.0,False,0,0.40039999783039093,65,1.0,False,False,False,False
ES***431X,9,11.087999939918518,33352.65438967013,200.0,False,0,0.05543999969959259,15,0.6,True,False,False,False
ES***431Z,52,63.64992964267731,156865.14536457247,400.0,False,0,0.15912482410669326,52,1.0,False,False,False,False
ES***4327,1,0.626960813999176,3315.3471525214745,200.0,True,0,0.0031348040699958803,1,1.0,False,False,False,False
ES***432X,76,79.57511180639267,323343.7009399371,100.0,False,0,0.7957511180639267,76,1.0,False,False,False,False
ES***4354,85,90.78750842809677,334542.6871706574,400.0,False,0,0.22696877107024194,107,0.794392523364486,True,False,False,False
ES***444Z,54,43.2413187623024,260235.2180603337,100.0,False,0,0.432413187623024,58,0.9310344827586207,False,False,False,False
ES***458Z,5,4.140807807445526,18849.651363817742,50.0,False,0,0.08281615614891052,5,1.0,False,False,False,False
ES***486Z,73,60.56940549612045,298381.618145918,50.0,False,2099,1.211388109922409,80,0.9125,False,False,False,False
ES***490,32,38.894562900066376,128644.64363134382,50.0,False,0,0.7778912580013275,33,0.9696969696969697,False,False,False,False
ES***526Y,91,112.11199939250946,379646.2029240935,200.0,False,0,0.5605599969625473,91,1.0,False,False,False,False
ES***564Y,9,11.087999939918518,27401.063639852888,50.0,False,0,0.22175999879837036,9,1.0,False,False,False,False
ES***568,3,3.6959999799728394,11588.90726098475,50.0,False,0,0.07391999959945679,3,1.0,False,False,False,False
ES***585X,42,37.68813979625702,190069.28776678548,50.0,False,0,0.7537627959251404,43,0.9767441860465116,False,False,False,False
ES***590X,100,123.19999933242798,434935.56594004907,400.0,False,0,0.30799999833106995,100,1.0,False,False,False,False
ES***597Y,45,36.42589646577835,222297.00133146608,100.0,False,0,0.3642589646577835,48,0.9375,False,False,False,False
ES***607Z,65,78.64623492956161,219056.45986674822,400.0,False,0,0.19661558732390405,65,1.0,False,False,False,False
ES***623X,109,133.84499937295914,451072.4763809588,400.0,False,0,0.3346124984323978,109,1.0,False,False,False,False
ES***631Y,9,11.038211226463318,29907.165877208718,400.0,False,0,0.027595528066158295,9,1.0,False,False,False,False
ES***644X,4,3.289819061756134,14477.50104569036,400.0,False,0,0.008224547654390336,4,1.0,False,False,False,False
ES***664,13,15.929246306419373,40934.96426427121,30.0,False,0,0.5309748768806457,16,0.8125,False,False,False,False
ES***671X,9,9.980966985225677,30583.332819458592,100.0,False,0,0.09980966985225677,9,1.0,False,False,False,False
ES***697X,87,105.97575950622559,334610.05304146436,400.0,False,0,0.26493939876556394,98,0.8877551020408163,False,False,False,False
ES***699Y,6,7.391999959945679,19240.599868846082,50.0,False,0,0.14783999919891358,6,1.0,False,False,False,False
ES***729Y,57,70.22399961948395,259156.84584395227,200.0,False,0,0.3511199980974197,59,0.9661016949152542,False,False,False,False
ES***730X,73,89.93599951267242,185619.93753647624,630.0,False,0,0.14275555478201973,77,0.948051948051948,False,False,False,False
ES***735,5,6.159999966621399,21768.360694135612,100.0,False,0,0.06159999966621399,5,1.0,False,False,False,False
ES***751,46,52.49267107248306,178236.35381153246,50.0,False,61,1.0498534214496613,51,0.9019607843137255,False,False,False,False
ES***754Y,117,144.14399921894073,508927.30349158385,400.0,False,0,0.36035999804735186,117,1.0,False,False,False,False
ES***758X,132,162.09456223249435,553990.3135429873,400.0,False,0,0.40523640558123586,138,0.9565217391304348,False,False,False,False
ES***759,11,13.502211213111877,36110.76314769702,50.0,False,0,0.27004422426223756,17,0.6470588235294118,True,False,False,False
ES***765X,11,9.542659163475037,36733.51856221495,400.0,False,0,0.023856647908687592,11,1.0,False,False,False,False
ES***768X,27,30.98627880960703,121229.49095942525,100.0,False,0,0.30986278809607026,28,0.9642857142857143,False,False,False,False
ES***782,47,57.90399968624115,116596.71402323079,630.0,False,0,0.09191111061308119,51,0.9215686274509803,False,False,False,False
ES***801Z,7,8.599105596542358,23437.829298178927,630.0,False,0,0.013649373962765648,7,1.0,False,False,False,False
ES***810Z,32,39.42399978637695,128055.17887611946,200.0,False,0,0.19711999893188475,32,1.0,False,False,False,False
ES***824,52,44.73055803775787,228578.35194467416,200.0,False,0,0.22365279018878936,55,0.9454545454545454,False,False,False,False
ES***843X,18,21.27281403541565,49236.64568050448,100.0,False,0,0.2127281403541565,25,0.72,True,False,False,False
ES***851,40,36.61202943325043,168630.06198473525,200.0,False,0,0.18306014716625213,46,0.8695652173913043,False,False,False,False
ES***876,62,75.32512581348419,244911.87734432303,50.0,False,2716,1.506502516269684,68,0.9117647058823529,False,False,False,False
ES***904Y,20,15.893886268138885,72601.10308083195,100.0,False,0,0.15893886268138885,25,0.8,False,False,False,False
ES***915X,55,65.1875039935112,260429.31426709675,400.0,False,0,0.162968759983778,55,1.0,False,False,False,False
ES***956Y,19,18.687864243984222,65440.01869084259,200.0,False,0,0.09343932121992111,26,0.7307692307692307,True,False,False,False
ES***964X,39,48.04799973964691,166031.16051691188,400.0,False,0,0.12011999934911728,39,1.0,False,False,False,False
ES***965X,35,36.77250623703003,122122.5042299497,200.0,False,0,0.18386253118515014,35,1.0,False,False,False,False
ES***967,53,43.09725213050842,214753.74733626493,200.0,False,0,0.21548626065254212,55,0.9636363636363636,False,False,False,False
ES***970X,4,14.952058389782906,25687.897165872724,630.0,False,0,0.02373342601552842,3,1.3333333333333333,True,False,False,False
ES***974X,23,28.335999846458435,105619.62688534796,400.0,False,0,0.0708399996161461,25,0.92,False,False,False,False
ES***982,2,7.482972174882889,12494.767656851827,200.0,True,0,0.037414860874414445,1,2.0,True,False,False,False
ET***087,5,3.5875043272972107,19604.527545614677,400.0,False,0,0.008968760818243026,5,1.0,False,False,False,False
ET***4086,18,18.116870403289795,61178.0347645158,50.0,False,0,0.3623374080657959,23,0.782608695652174,True,False,False,False
ET***596X,34,41.88799977302551,145318.11423215157,50.0,False,0,0.8377599954605103,44,0.7727272727272727,True,False,False,False
ET***771Y,8,12.208000183105469,30431.695484536274,400.0,False,0,0.030520000457763673,6,1.3333333333333333,True,False,False,False
EU***070,14,10.794103264808655,52107.060629386404,50.0,False,0,0.2158820652961731,15,0.9333333333333333,False,False,False,False
EU***111Z,25,30.799999833106995,83796.1554058695,1000.0,False,0,0.030799999833106995,25,1.0,False,False,False,False
EU***143Z,46,56.67199969291687,223505.22695947913,400.0,False,0,0.1416799992322922,49,0.9387755102040817,False,False,False,False
EU***194Z,32,39.42399978637695,115683.79507742783,1000.0,False,0,0.03942399978637695,32,1.0,False,False,False,False
EU***270,47,44.25002998113632,195705.91982623588,200.0,False,0,0.22125014990568162,47,1.0,False,False,False,False
EU***275X,17,18.876394867897034,65268.47230244282,400.0,False,0,0.047190987169742585,16,1.0625,False,False,False,False
EU***294Z,4,2.9088078141212463,15929.929683983366,630.0,False,0,0.004617155260509915,4,1.0,False,False,False,False
EU***296Z,46,38.23561418056488,186030.2432824739,400.0,False,0,0.0955890354514122,50,0.92,False,False,False,False
EU***391X,35,43.11999976634979,123838.53279589041,630.0,False,0,0.0684444440735711,36,0.9722222222222222,False,False,False,False
EU***4020,7,6.05150431394577,26817.29994561762,200.0,False,0,0.03025752156972885,7,1.0,False,False,False,False
EU***4106,4,4.903105616569519,13403.549557440252,630.0,False,0,0.007782707327888125,4,1.0,False,False,False,False
EU***4121,6,7.391999959945679,25214.849684232366,400.0,False,0,0.018479999899864197,6,1.0,False,False,False,False
EU***417Y,4,4.903105616569519,13403.549557440252,200.0,False,0,0.024515528082847595,4,1.0,False,False,False,False
EU***4321,9,7.463002562522888,34353.297782482405,200.0,False,0,0.03731501281261444,15,0.6,True,False,False,False
EU***4422,6,5.411625027656555,23017.450948407786,50.0,False,0,0.1082325005531311,6,1.0,False,False,False,False
EU***4538,1,1.2319999933242798,4151.351964520791,1000.0,False,0,0.0012319999933242797,1,1.0,False,False,False,False
EU***539X,12,10.052395582199097,44916.13431825464,630.0,False,0,0.01595618346380809,18,0.6666666666666666,True,False,False,False
EU***562Z,56,116.13206897675991,264931.37005773763,630.0,False,0,0.18433661742342844,72,0.7777777777777778,True,False,False,False
EU***632Z,14,17.247999906539917,60600.8531592963,100.0,False,0,0.17247999906539918,11,1.2727272727272727,True,False,False,False
EU***913,22,27.004422426223755,85237.88340978426,1000.0,False,0,0.027004422426223754,28,0.7857142857142857,True,False,False,False
EU***995Y,286,385.63380812481046,1289449.8762702257,630.0,False,0,0.6121171557536674,206,1.3883495145631068,True,False,False,False
EV***010X,7,8.599105596542358,22715.236345896414,630.0,False,0,0.013649373962765648,7,1.0,False,False,False,False
EV***020X,140,151.1977963745594,448077.637279521,200.0,False,0,0.7559889818727971,140,1.0,False,False,False,False
EV***202,1,1.2319999933242798,3477.868574308689,400.0,False,0,0.0030799999833106993,1,1.0,False,False,False,False
EV***221Z,194,239.00799870491028,743245.4965961431,630.0,False,0,0.3793777757220798,194,1.0,False,False,False,False
EV***296,172,211.90399885177612,663057.063150098,630.0,False,0,0.336355553732978,173,0.9942196531791907,False,False,False,False
EV***325Z,87,103.4779469370842,337620.338062217,50.0,False,3531,2.069558938741684,90,0.9666666666666667,False,False,False,False
EV***4092,23,19.915498733520508,95461.02312650798,200.0,True,0,0.09957749366760255,27,0.8518518518518519,False,False,False,False
EV***4208,17,20.919105529785156,51039.44200640175,1000.0,False,0,0.020919105529785157,19,0.8947368421052632,False,False,False,False
EV***4366,2,3.640000104904175,9011.285449518275,200.0,True,0,0.018200000524520876,2,1.0,False,False,False,False
EV***4405,2,2.4639999866485596,7789.979245521235,200.0,False,0,0.012319999933242797,2,1.0,False,False,False,False
EV***447,165,225.17025672644377,669337.3825892777,400.0,False,0,0.5629256418161094,174,0.9482758620689655,False,False,False,False
EV***898,2,7.352000117301941,14040.799792480511,200.0,True,0,0.0367600005865097,2,1.0,False,False,False,False
EW***013X,2,2.4639999866485596,6645.137630860079,200.0,False,0,0.012319999933242797,1,2.0,True,False,False,False
EW***352X,202,262.9760000705719,687603.0363138792,1000.0,False,0,0.2629760000705719,212,0.9528301886792453,False,False,False,False
EX***037X,54,70.05599999427795,201670.22500537417,400.0,False,0,0.17513999998569488,56,0.9642857142857143,False,False,False,False
EX***079Y,90,110.87999939918518,403161.8119373386,630.0,False,0,0.17599999904632568,101,0.8910891089108911,False,False,False,False
EX***144Y,4,7.28000020980835,18988.479793811097,50.0,False,0,0.145600004196167,4,1.0,False,False,False,False
EX***208X,50,69.94796895980835,218880.31290381058,200.0,False,0,0.34973984479904174,36,1.3888888888888888,True,False,False,False
EX***4194,102,258.5298247933388,471473.0275925299,1000.0,False,0,0.2585298247933388,252,0.40476190476190477,True,False,False,False
EX***571Y,1,0.7175137400627136,3963.463602933017,630.0,False,0,0.0011389106985122438,1,1.0,False,False,False,False
EX***739X,65,93.01600086688995,310554.182064053,400.0,False,0,0.2325400021672249,62,1.0483870967741935,False,False,False,False
EY***001,6,10.920000314712524,17314.94525366748,1000.0,False,0,0.010920000314712524,6,1.0,False,False,False,False
EY***036Y,32,36.65134280920029,123708.08209241496,200.0,False,0,0.18325671404600144,35,0.9142857142857143,False,False,False,False
EY***4273,22,18.643158197402954,93289.4045725262,50.0,False,0,0.3728631639480591,45,0.4888888888888889,True,False,False,False
EY***452,146,149.5129732489586,718784.1250565739,200.0,False,0,0.7475648662447929,152,0.9605263157894737,False,False,False,False
EY***617,63,75.89752054214478,245975.6199167586,200.0,False,0,0.3794876027107239,57,1.105263157894737,False,False,False,False
EY***618,74,74.26427340507507,303942.9564210983,100.0,False,0,0.7426427340507508,77,0.961038961038961,False,False,False,False
EY***784,72,110.46000170707703,266758.1454166567,630.0,False,0,0.1753333360429794,65,1.1076923076923078,False,False,False,False
EY***876,8,29.706472899764776,50924.55923997906,630.0,False,0,0.047153131586928215,8,1.0,False,False,False,False
EY***877,25,23.60725897550583,98996.28138470765,50.0,False,0,0.4721451795101166,29,0.8620689655172413,False,False,False,False
EY***935Z,11,9.047845363616943,43228.26390195754,50.0,False,0,0.18095690727233887,16,0.6875,True,False,False,False
EZ***255X,73,59.04148852825165,362526.0571038796,200.0,False,0,0.29520744264125826,79,0.9240506329113924,False,False,False,False
F ***004,11,13.551999926567078,40096.725683309785,50.0,False,0,0.27103999853134153,17,0.6470588235294118,True,False,False,False
F ***999X,3,2.230111300945282,12255.37910436096,50.0,False,0,0.04460222601890564,3,1.0,False,False,False,False
F+***4291,65,71.81664711236954,242591.42794821924,200.0,False,0,0.3590832355618477,73,0.8904109589041096,False,False,False,False
F.***231,37,40.75281798839569,132382.62571288916,50.0,False,0,0.8150563597679138,47,0.7872340425531915,True,False,False,False
F.***4063,2,3.640000104904175,10527.80881785246,200.0,True,0,0.018200000524520876,2,1.0,False,False,False,False
F.***568,7,8.623999953269958,23206.88987756207,100.0,False,0,0.08623999953269959,7,1.0,False,False,False,False
F.***855,43,52.97599971294403,177512.349272186,200.0,False,0,0.26487999856472016,43,1.0,False,False,False,False
FA***001,454,653.4607539772987,1936917.4533257303,630.0,False,3,1.0372392920274582,384,1.1822916666666667,False,False,False,False
FA***002,125,164.77894793078303,608701.0574744976,400.0,False,0,0.41194736982695757,127,0.984251968503937,False,False,False,False
FA***003,27,31.59807226061821,88590.06571256026,400.0,False,0,0.07899518065154552,27,1.0,False,False,False,False
FA***003X,66,79.4620378613472,219290.26253488203,200.0,False,0,0.397310189306736,66,1.0,False,False,False,False
FA***005,40,49.27999973297119,152011.87014106903,200.0,False,0,0.24639999866485596,40,1.0,False,False,False,False
FA***006,52,72.3864494562149,209478.24725803005,630.0,False,0,0.11489912612097604,44,1.1818181818181819,False,False,False,False
FA***007,153,214.07501232624054,664588.929587609,630.0,False,0,0.33980160686704847,153,1.0,False,False,False,False
FA***010X,41,50.31284487247467,152863.4588198096,50.0,False,5,1.0062568974494934,49,0.8367346938775511,False,False,False,False
FA***012,84,102.68472462892532,324062.3772901185,50.0,False,3392,2.0536944925785066,94,0.8936170212765957,False,False,False,False
FA***012Y,144,192.78345771878958,659256.1655463317,400.0,False,0,0.48195864429697394,92,1.565217391304348,True,False,False,False
FA***012Z,44,53.73450690507889,182742.4724537382,100.0,False,0,0.5373450690507888,35,1.2571428571428571,True,False,False,False
FA***018X,12,9.026131510734558,50199.908967767806,100.0,False,0,0.09026131510734559,18,0.6666666666666666,True,False,False,False
FA***019,16,19.711999893188477,58265.1727191011,200.0,False,0,0.09855999946594238,14,1.1428571428571428,False,False,False,False
FA***021X,68,63.613977909088135,300270.08411519165,200.0,False,0,0.3180698895454407,77,0.8831168831168831,False,False,False,False
FA***023,18,22.175999879837036,51830.595948254355,100.0,False,0,0.22175999879837036,18,1.0,False,False,False,False
FA***024X,1,0.6786965131759644,3674.6960881163604,200.0,True,0,0.003393482565879822,1,1.0,False,False,False,False
FA***025,175,392.96489895135164,931301.8605976575,400.0,False,0,0.9824122473783791,155,1.1290322580645162,False,False,False,False
FA***026,92,113.8110499382019,353356.4968141356,200.0,False,0,0.5690552496910095,99,0.9292929292929293,False,False,False,False
FA***031,26,29.08416312932968,98519.65928803541,50.0,False,0,0.5816832625865936,29,0.896551724137931,False,False,False,False
FA***032Y,63,142.276534948498,291626.6012954683,400.0,False,0,0.35569133737124503,78,0.8076923076923077,False,False,False,False
FA***035,124,151.63444232940674,526103.8933877195,400.0,False,0,0.3790861058235169,132,0.9393939393939394,False,False,False,False
FA***037,32,58.2400016784668,118558.43192297443,630.0,False,0,0.09244444710867745,52,0.6153846153846154,True,False,False,False
FA***039,34,35.10934263467789,130095.1740153829,400.0,False,0,0.08777335658669472,40,0.85,False,False,False,False
FA***040,46,83.14043576642871,224786.66959906934,400.0,False,0,0.20785108941607178,34,1.3529411764705883,True,False,False,False
FA***041,7,7.994066417217255,22757.853085489965,200.0,False,0,0.039970332086086274,7,1.0,False,False,False,False
FA***042Y,115,179.90000307559967,501953.4245214582,630.0,False,0,0.2855555604374598,99,1.1616161616161615,False,False,False,False
FA***046,143,209.10400235652924,729524.4063831678,630.0,False,0,0.3319111148516337,133,1.0751879699248121,False,False,False,False
FA***049,66,81.31199955940247,269859.70316948986,100.0,False,0,0.8131199955940247,57,1.1578947368421053,False,False,False,False
FA***050,19,23.407999873161316,67881.73647929769,100.0,False,0,0.23407999873161317,23,0.8260869565217391,False,False,False,False
FA***052Y,6,10.920000314712524,27260.454667624974,200.0,True,0,0.05460000157356262,5,1.2,False,False,False,False
FA***053X,46,68.2107122540474,214659.69939006242,100.0,False,0,0.6821071225404739,42,1.0952380952380953,False,False,False,False
FA***054,13,15.966211199760437,42691.45825485738,630.0,False,0,0.025343192380572123,18,0.7222222222222222,True,False,False,False
FA***054X,32,38.894562900066376,128644.64363134382,50.0,False,0,0.7778912580013275,34,0.9411764705882353,False,False,False,False
FA***057,138,153.34177255630493,475861.3174423775,200.0,False,0,0.7667088627815246,151,0.9139072847682119,False,False,False,False
FA***061,135,167.4959992170334,684017.8756015449,630.0,False,0,0.2658666654238625,136,0.9926470588235294,False,False,False,False
