k,n_bldg,peak_kw,annual_kwh,designed_kva,kva_imputed,overload_hours,utilisation,assigned_dwellings,archetype_to_assignment_ratio,audit_count_reconciliation,audit_extreme_utilisation,audit_large_catchment,requires_asset_audit
RI***630Y,35,32.317952394485474,146642.72732398502,200.0,False,0,0.16158976197242736,36,0.9722222222222222,False,False,False,False
RI***632,89,108.51444256305695,341700.05153092934,50.0,False,3549,2.170288851261139,98,0.9081632653061225,False,False,False,False
RI***635X,66,81.31199955940247,272243.37184000306,400.0,False,0,0.20327999889850618,70,0.9428571428571428,False,False,False,False
RI***643X,63,88.78800070285797,306251.78569828393,400.0,False,0,0.22197000175714493,58,1.0862068965517242,False,False,False,False
RI***644Y,66,80.65076476335526,248378.94177618425,400.0,False,0,0.20162691190838813,66,1.0,False,False,False,False
RI***646,15,18.405316829681396,49512.17547105266,100.0,False,0,0.18405316829681395,17,0.8823529411764706,False,False,False,False
RI***648X,47,57.90399968624115,116596.71402323079,1000.0,False,0,0.05790399968624115,47,1.0,False,False,False,False
RI***650X,6,3.9387015104293823,21013.2500175981,200.0,True,0,0.01969350755214691,6,1.0,False,False,False,False
RI***651Y,28,54.185842141509056,160911.65331913932,400.0,False,0,0.13546460535377264,43,0.6511627906976745,True,False,False,False
RI***654,54,65.89898532629013,203034.1302660555,100.0,False,0,0.6589898532629013,60,0.9,False,False,False,False
RI***661X,69,85.0079995393753,330341.71424724796,400.0,False,0,0.21251999884843825,73,0.9452054794520548,False,False,False,False
RI***669X,70,87.4159996509552,293275.18788696104,200.0,False,0,0.437079998254776,69,1.0144927536231885,False,False,False,False
RI***674X,133,195.1236488223076,647797.083798957,630.0,False,0,0.30972007749572633,117,1.1367521367521367,False,False,False,False
RI***678,103,95.1440315246582,415827.8449783722,400.0,False,0,0.2378600788116455,108,0.9537037037037037,False,False,False,False
RI***682X,52,71.15286386013031,192148.20048060227,200.0,False,0,0.35576431930065155,50,1.04,False,False,False,False
RI***683X,69,72.39083462953568,270779.2447343227,630.0,False,0,0.1149060867135487,68,1.0147058823529411,False,False,False,False
RI***704X,30,24.947874069213867,126611.63231440989,100.0,False,0,0.24947874069213868,30,1.0,False,False,False,False
RI***705Y,191,235.31199872493744,801499.927904373,630.0,False,0,0.3735111090872023,191,1.0,False,False,False,False
RI***706X,45,51.70165878534317,157713.35034878648,50.0,False,49,1.0340331757068635,46,0.9782608695652174,False,False,False,False
RI***710X,111,166.9810185432434,490977.1163264086,630.0,False,0,0.26504923578292605,128,0.8671875,False,False,False,False
RI***716,32,39.42399978637695,128055.17887611946,50.0,False,0,0.788479995727539,32,1.0,False,False,False,False
RI***716X,24,29.567999839782715,93569.57061037506,400.0,False,0,0.07391999959945679,23,1.0434782608695652,False,False,False,False
RI***720,11,13.502211213111877,36110.76314769702,100.0,False,0,0.13502211213111878,10,1.1,False,False,False,False
RI***723Y,94,115.8079993724823,355748.9752667255,200.0,False,0,0.5790399968624115,94,1.0,False,False,False,False
RI***724,16,19.711999893188477,48705.86241306453,200.0,False,0,0.09855999946594238,16,1.0,False,False,False,False
RI***724Y,142,174.19223701953888,450500.63893818704,400.0,False,0,0.4354805925488472,142,1.0,False,False,False,False
RI***739X,22,20.916743099689484,79235.16795581955,50.0,False,0,0.41833486199378966,19,1.1578947368421053,False,False,False,False
RI***740,48,53.61812883615494,183587.65708604455,50.0,False,96,1.0723625767230986,49,0.9795918367346939,False,False,False,False
RI***747Y,55,46.72233361005783,222737.94400841912,400.0,False,0,0.11680583402514458,59,0.9322033898305084,False,False,False,False
RI***756,26,23.577420473098755,108461.67919117006,200.0,False,0,0.11788710236549377,26,1.0,False,False,False,False
RI***761Y,52,79.89466297626495,236936.19825737362,200.0,False,0,0.39947331488132476,51,1.0196078431372548,False,False,False,False
RI***769,64,75.57755923271179,242800.08702985174,200.0,False,0,0.37788779616355894,69,0.927536231884058,False,False,False,False
RI***773,197,242.70399868488312,846678.3449052854,400.0,False,0,0.6067599967122078,197,1.0,False,False,False,False
RI***773X,39,39.42343932390213,182619.91208987014,630.0,False,0,0.06257688781571767,88,0.4431818181818182,True,False,False,False
RI***775,135,149.21273094415665,581212.36890551,200.0,False,0,0.7460636547207833,135,1.0,False,False,False,False
RI***782,111,175.67143133934587,539966.077024855,400.0,False,0,0.43917857834836466,128,0.8671875,False,False,False,False
RI***787,163,152.65619611740112,636772.3630971486,200.0,False,0,0.7632809805870057,164,0.9939024390243902,False,False,False,False
RI***799X,81,91.4332486987114,276519.12203808635,400.0,False,0,0.2285831217467785,82,0.9878048780487805,False,False,False,False
RI***803,33,37.57896161079407,128394.59482228005,200.0,False,0,0.18789480805397032,34,0.9705882352941176,False,False,False,False
RI***816X,32,38.894562900066376,128644.64363134382,200.0,False,0,0.19447281450033188,33,0.9696969696969697,False,False,False,False
RI***821Y,66,81.31199955940247,272243.37184000306,400.0,False,0,0.20327999889850618,66,1.0,False,False,False,False
RI***833X,55,67.75999963283539,181509.2997922094,200.0,False,0,0.33879999816417694,55,1.0,False,False,False,False
RI***836Y,200,241.01076519489288,718998.9844183795,400.0,False,0,0.6025269129872322,202,0.9900990099009901,False,False,False,False
RI***845X,29,35.727999806404114,124903.0885395906,100.0,False,0,0.35727999806404115,30,0.9666666666666667,False,False,False,False
RI***848Z,95,107.1330332159996,362079.92064440623,200.0,False,0,0.535665166079998,142,0.6690140845070423,True,False,False,False
RI***849X,42,48.46887981891632,157493.45398090762,200.0,False,0,0.2423443990945816,48,0.875,False,False,False,False
RI***852X,48,56.20826709270477,199541.6903801742,400.0,False,0,0.14052066773176194,46,1.0434782608695652,False,False,False,False
RI***854Y,34,33.2001593708992,137487.16928202496,200.0,False,0,0.166000796854496,36,0.9444444444444444,False,False,False,False
RI***865,4,4.927999973297119,14828.410395375866,50.0,False,0,0.09855999946594238,3,1.3333333333333333,True,False,False,False
RI***866Y,80,98.55999946594238,332813.992984392,400.0,False,0,0.24639999866485596,80,1.0,False,False,False,False
RI***872,1,1.2319999933242798,4059.4618620199717,1000.0,False,0,0.0012319999933242797,1,1.0,False,False,False,False
RI***882,8,14.5600004196167,35568.04687803067,630.0,False,0,0.023111111777169364,7,1.1428571428571428,False,False,False,False
RI***889,90,86.99041104316711,366862.20535328746,100.0,False,0,0.8699041104316712,98,0.9183673469387755,False,False,False,False
RI***904,135,154.91291254758835,603012.9660461124,400.0,False,0,0.38728228136897086,135,1.0,False,False,False,False
RI***915X,314,473.9198107533157,1524527.6108224813,1000.0,False,0,0.4739198107533157,295,1.064406779661017,False,False,False,False
RI***919,6,7.367105603218079,19607.680097600285,50.0,False,0,0.14734211206436157,7,0.8571428571428571,False,False,False,False
RI***920Y,1,1.2319999933242798,3126.1271884020575,630.0,False,0,0.0019555555449591745,1,1.0,False,False,False,False
RI***921Y,38,52.08810883760452,147918.2462009423,400.0,False,0,0.1302202720940113,29,1.3103448275862069,True,False,False,False
RI***923,67,82.54399955272675,275377.4020271981,200.0,False,0,0.4127199977636337,71,0.9436619718309859,False,False,False,False
RI***925X,75,61.82974773645401,306447.15206829866,630.0,False,0,0.09814245672453017,80,0.9375,False,False,False,False
RI***936Y,157,177.1222232580185,476635.6712888313,400.0,False,0,0.44280555814504624,175,0.8971428571428571,False,False,False,False
RI***942Y,88,97.6139520406723,362524.43737745105,200.0,False,0,0.4880697602033615,96,0.9166666666666666,False,False,False,False
RI***944,119,105.73418295383453,509716.99003978306,400.0,False,0,0.26433545738458636,129,0.9224806201550387,False,False,False,False
RI***963,2,2.4639999866485596,6944.477047471355,200.0,True,0,0.012319999933242797,2,1.0,False,False,False,False
RI***963X,139,171.2479990720749,593339.4136560033,200.0,False,0,0.8562399953603744,147,0.9455782312925171,False,False,False,False
RI***968,70,86.20777904987335,277395.8414583321,200.0,False,0,0.4310388952493668,71,0.9859154929577465,False,False,False,False
RI***969,24,29.567999839782715,65695.73530554667,200.0,False,0,0.14783999919891358,27,0.8888888888888888,False,False,False,False
RI***979,16,13.990586996078491,55189.25745024804,50.0,False,0,0.2798117399215698,17,0.9411764705882353,False,False,False,False
RI***983,49,40.46146911382675,200688.03975480923,100.0,False,0,0.40461469113826753,51,0.9607843137254902,False,False,False,False
RI***987X,40,63.392001152038574,177109.30731072312,400.0,False,0,0.15848000288009645,38,1.0526315789473684,False,False,False,False
RI***991,26,32.031999826431274,111926.7362048711,400.0,False,0,0.08007999956607818,26,1.0,False,False,False,False
RI***999,87,102.03900814056396,360631.38716880255,400.0,False,0,0.2550975203514099,96,0.90625,False,False,False,False
RK***4040,17,30.735987033694983,82418.98943258158,50.0,False,0,0.6147197406738997,13,1.3076923076923077,True,False,False,False
RM***126X,5,6.159999966621399,18480.56273395497,200.0,True,0,0.030799999833106995,5,1.0,False,False,False,False
RM***149Z,2,2.4639999866485596,6944.477047471355,200.0,False,0,0.012319999933242797,2,1.0,False,False,False,False
RM***4074,4,3.078038275241852,17173.181762685097,200.0,True,0,0.01539019137620926,4,1.0,False,False,False,False
RN***621Z,7,8.623999953269958,18369.85008724779,630.0,False,0,0.01368888881471422,7,1.0,False,False,False,False
RN***976,4,2.6847798824310303,14382.691559453575,100.0,False,0,0.026847798824310303,4,1.0,False,False,False,False
RO***001,129,152.01803308725357,450476.8959958106,400.0,False,0,0.3800450827181339,132,0.9772727272727273,False,False,False,False
RO***001Z,36,43.26986116170883,155165.76847257777,630.0,False,0,0.06868231930429973,36,1.0,False,False,False,False
RO***002X,1,1.2319999933242798,3296.4414772149175,200.0,False,0,0.006159999966621399,1,1.0,False,False,False,False
RO***003,262,355.54259490966797,1143514.6429978379,400.0,False,0,0.8888564872741699,250,1.048,False,False,False,False
RO***005,263,308.38203251361847,1062047.0753223724,400.0,False,0,0.7709550812840462,279,0.942652329749104,False,False,False,False
RO***009,195,243.173355281353,825264.6456490961,400.0,False,0,0.6079333882033825,184,1.059782608695652,False,False,False,False
RO***010,79,96.94052058458328,323914.1285489892,630.0,False,0,0.15387384219775124,79,1.0,False,False,False,False
RO***011,175,233.9716802239418,674355.9376934704,630.0,False,0,0.37138361940308223,177,0.9887005649717514,False,False,False,False
RO***011X,45,41.716162621974945,209895.2948183547,50.0,False,0,0.8343232524394989,46,0.9782608695652174,False,False,False,False
RO***011Z,68,73.58937776088715,282386.70735338517,200.0,False,0,0.3679468888044357,68,1.0,False,False,False,False
RO***013,22,19.74074298143387,76209.58728840773,630.0,False,0,0.031334512668942646,24,0.9166666666666666,False,False,False,False
RO***013X,104,128.1279993057251,339701.2994944918,400.0,False,0,0.32031999826431273,106,0.9811320754716981,False,False,False,False
RO***014X,92,96.40514612197876,378550.5818328258,200.0,False,0,0.4820257306098938,93,0.989247311827957,False,False,False,False
RO***016,105,176.9880040884018,460413.8061211401,400.0,False,0,0.44247001022100446,124,0.8467741935483871,False,False,False,False
RO***016Y,50,59.995801985263824,192937.37688345433,200.0,False,0,0.2999790099263191,55,0.9090909090909091,False,False,False,False
RO***017,47,52.769794046878815,187398.09049982432,200.0,False,0,0.2638489702343941,51,0.9215686274509803,False,False,False,False
RO***018Z,32,39.42399978637695,116625.32938078973,630.0,False,0,0.06257777743869358,33,0.9696969696969697,False,False,False,False
RO***019X,78,195.43176789581776,410925.9503674131,400.0,False,0,0.4885794197395444,94,0.8297872340425532,False,False,False,False
RO***021X,25,20.20272994041443,103519.18828759712,400.0,False,0,0.050506824851036074,31,0.8064516129032258,False,False,False,False
RO***022X,15,11.594639360904694,64729.39773463752,400.0,False,0,0.028986598402261733,18,0.8333333333333334,False,False,False,False
RO***023Y,33,31.498707249760628,144269.5611109392,200.0,False,0,0.15749353624880313,34,0.9705882352941176,False,False,False,False
RO***024X,71,209.8507655709982,411259.06137706316,400.0,False,0,0.5246269139274955,86,0.8255813953488372,False,False,False,False
RO***025,15,22.008000254631042,34660.478188643145,200.0,False,0,0.11004000127315522,15,1.0,False,False,False,False
RO***027X,53,64.66698533296585,198491.0513316814,400.0,False,0,0.16166746333241463,53,1.0,False,False,False,False
RO***031,11,13.551999926567078,33209.43802625792,100.0,False,0,0.13551999926567077,11,1.0,False,False,False,False
RO***032,114,118.80529403686523,449300.0452146656,200.0,False,0,0.5940264701843262,135,0.8444444444444444,False,False,False,False
RO***032Y,51,62.83199965953827,191900.39258650996,200.0,False,0,0.31415999829769137,55,0.9272727272727272,False,False,False,False
RO***033Y,13,15.966211199760437,43740.72668729208,400.0,False,0,0.039915527999401096,14,0.9285714285714286,False,False,False,False
RO***034,158,188.05930584669113,556165.4734386473,400.0,False,0,0.4701482646167278,160,0.9875,False,False,False,False
RO***035Y,98,100.08852344751358,396596.6323622081,50.0,False,4147,2.0017704689502716,106,0.9245283018867925,False,False,False,False
RO***036,36,39.082536697387695,129110.35013744804,50.0,False,0,0.7816507339477539,44,0.8181818181818182,False,False,False,False
RO***037X,142,174.89421033859253,591601.7097546288,400.0,False,0,0.43723552584648134,150,0.9466666666666667,False,False,False,False
RO***037Y,47,57.29987972974777,177424.6010054057,50.0,False,457,1.1459975945949554,54,0.8703703703703703,False,False,False,False
RO***038X,91,112.11199939250946,408125.79543167294,400.0,False,0,0.28027999848127366,91,1.0,False,False,False,False
RO***039,77,96.83741527795792,275309.82380653743,400.0,False,0,0.2420935381948948,80,0.9625,False,False,False,False
RO***039X,10,9.471740663051605,36053.05174391676,50.0,False,0,0.1894348132610321,10,1.0,False,False,False,False
RO***042,150,184.79999899864197,734154.6451555025,400.0,False,0,0.4619999974966049,150,1.0,False,False,False,False
RO***043,47,57.90399968624115,177874.48763336276,200.0,True,0,0.28951999843120574,51,0.9215686274509803,False,False,False,False
RO***043Y,166,149.3414447903633,743197.8032612447,50.0,False,6194,2.986828895807266,181,0.9171270718232044,False,False,False,False
RO***045,71,84.01870107650757,291556.6359406593,630.0,False,0,0.13336301758175806,77,0.922077922077922,False,False,False,False
RO***046,283,313.9311100244522,1124607.0200744867,630.0,False,0,0.49830334924516223,292,0.9691780821917808,False,False,False,False
RO***046Y,24,31.026418432593346,104859.00932070488,630.0,False,0,0.049248283226338646,23,1.0434782608695652,False,False,False,False
RO***047,106,119.44733411073685,410010.5055883476,100.0,False,921,1.1944733411073685,117,0.905982905982906,False,False,False,False
RO***049Y,27,32.75945729017258,106695.9841257721,50.0,False,0,0.6551891458034516,31,0.8709677419354839,False,False,False,False
RO***051Z,55,67.75999963283539,239377.70863595878,630.0,False,0,0.10755555497275458,55,1.0,False,False,False,False
RO***052,43,36.04840701818466,180627.41800655544,400.0,False,0,0.09012101754546166,44,0.9772727272727273,False,False,False,False
RO***052X,7,8.599105596542358,23437.829298178927,50.0,False,0,0.17198211193084717,7,1.0,False,False,False,False
RO***052Z,90,105.7885200381279,306267.31179168826,400.0,False,0,0.2644713000953198,91,0.989010989010989,False,False,False,False
